wall_time_iso,monotonic_s,t_elapsed_s,true_altitude_m,reported_lidar_m,lidar_quality,ekf_altitude_m,vertical_velocity_mps,last_statustext
2026-05-11T02:10:38.477077,21441.379755,32.191308,2.4893,2.3300,74,2.4900,0.0084,
2026-05-11T02:10:38.977247,21441.879940,32.691459,2.4886,2.3300,74,2.4900,0.0042,
2026-05-11T02:10:39.477520,21442.380200,33.191751,2.4893,2.3300,74,2.4891,0.0055,
2026-05-11T02:10:39.981226,21442.883905,33.695456,2.4893,2.3300,74,2.4891,0.0053,
2026-05-11T02:10:40.481353,21443.384030,34.195580,2.4897,2.3300,74,2.4892,0.0065,
2026-05-11T02:10:40.989213,21443.891890,34.703447,2.4890,2.3300,74,2.4892,0.0071,
2026-05-11T02:10:41.497189,21444.399866,35.211422,2.4909,2.3300,74,2.4897,0.0051,
2026-05-11T02:10:41.997275,21444.899953,35.711507,2.4915,2.3300,74,2.4897,0.0024,
2026-05-11T02:10:42.497309,21445.399983,36.211549,2.4928,2.3200,74,2.4922,0.0020,
2026-05-11T02:10:42.997353,21445.900030,36.711580,2.4933,2.3200,74,2.4922,0.0003,
2026-05-11T02:10:43.497423,21446.400103,37.211652,2.4915,2.3200,74,2.4922,0.0028,
2026-05-11T02:10:43.997504,21446.900186,37.711729,2.4906,2.3200,74,2.4922,0.0031,
